student_id,minutes_watched,years,paid_in_q2
2737,680.57,2022,1
2764,2.67,2022,1
2811,575.72,2022,1
2824,18.72,2022,1
2851,401.57,2022,1
2863,2.58,2022,1
2866,6.48,2022,1
2881,1.2,2022,1
2887,4.08,2022,1
2925,15.3,2022,1
2938,113.58,2022,1
2945,54.92,2022,1
2954,163.12,2022,1
2973,3.28,2022,1
2978,199.37,2022,1
2984,367.02,2022,1
2986,520.97,2022,1
3056,1.78,2022,1
3062,4.38,2022,1
3070,542.95,2022,1
3074,1.12,2022,1
3080,77.47,2022,1
3115,21.03,2022,1
3146,0.35,2022,1
3188,35.15,2022,1
3195,354.33,2022,1
3219,163.95,2022,1
3239,1957.18,2022,1
3256,360.45,2022,1
3292,57.95,2022,1
3297,3.38,2022,1
3338,209.25,2022,1
3366,0.57,2022,1
3406,16.73,2022,1
3420,78.92,2022,1
3423,627.78,2022,1
3478,0.6,2022,1
3481,30.58,2022,1
3511,7.48,2022,1
3522,1.37,2022,1
3524,58.78,2022,1
3577,329.9,2022,1
3598,133.9,2022,1
3631,6.78,2022,1
3643,559.3,2022,1
3652,20.87,2022,1
3774,728.3,2022,1
3780,141.03,2022,1
3799,177.07,2022,1
3817,1140.03,2022,1
3852,5.0,2022,1
3856,248.58,2022,1
3916,61.57,2022,1
3943,163.82,2022,1
3982,0.05,2022,1
3984,30.33,2022,1
3985,0.12,2022,1
3987,0.9,2022,1
4011,54.98,2022,1
4019,57.5,2022,1
4035,26.28,2022,1
4055,221.25,2022,1
4059,163.53,2022,1
4078,0.9,2022,1
4080,813.48,2022,1
4112,47.85,2022,1
4162,16.17,2022,1
4186,41.82,2022,1
4194,30.23,2022,1
4231,59.12,2022,1
4266,121.1,2022,1
4298,3.77,2022,1
4320,33.72,2022,1
4336,723.45,2022,1
4337,10.47,2022,1
4371,63.57,2022,1
4376,41.03,2022,1
4384,0.08,2022,1
4404,185.35,2022,1
4435,1.37,2022,1
4439,0.37,2022,1
4537,305.28,2022,1
4558,163.42,2022,1
4566,4.18,2022,1
4595,809.45,2022,1
4629,234.48,2022,1
4640,292.98,2022,1
4685,366.12,2022,1
4698,18.33,2022,1
4723,596.73,2022,1
4739,2504.52,2022,1
4778,36.95,2022,1
4784,296.6,2022,1
4795,12.82,2022,1
4801,1.4,2022,1
4829,137.68,2022,1
4872,242.52,2022,1
4874,2412.55,2022,1
4884,33.27,2022,1
4907,4.62,2022,1
5010,617.93,2022,1
5018,31.5,2022,1
5058,1.27,2022,1
5064,419.67,2022,1
5076,5.58,2022,1
5080,551.5,2022,1
5109,3.72,2022,1
5111,34.85,2022,1
5143,43.4,2022,1
5212,195.27,2022,1
5221,23.65,2022,1
5321,1966.65,2022,1
5323,167.88,2022,1
5340,224.7,2022,1
5389,46.5,2022,1
5427,12.93,2022,1
5515,6.98,2022,1
5567,0.45,2022,1
5579,2.08,2022,1
5683,20.3,2022,1
5704,0.1,2022,1
5774,249.22,2022,1
5836,643.53,2022,1
5884,99.28,2022,1
5974,0.33,2022,1
6011,13.85,2022,1
6053,986.13,2022,1
6070,5.78,2022,1
6096,21.1,2022,1
6110,19.62,2022,1
6159,253.15,2022,1
6164,184.83,2022,1
6165,45.2,2022,1
6174,5.67,2022,1
6278,1206.45,2022,1
6313,4.27,2022,1
6408,267.65,2022,1
6505,44.03,2022,1
6559,461.32,2022,1
6560,0.47,2022,1
6589,176.02,2022,1
6618,123.22,2022,1
6787,315.15,2022,1
6801,22.25,2022,1
6819,28.13,2022,1
6862,224.52,2022,1
6885,509.8,2022,1
6890,62.3,2022,1
6899,13.85,2022,1
6950,879.05,2022,1
6971,44.85,2022,1
7008,1.38,2022,1
7013,5.88,2022,1
7037,2.2,2022,1
7069,17.9,2022,1
7086,250.0,2022,1
7163,537.53,2022,1
7178,20.25,2022,1
7179,4.77,2022,1
7224,78.63,2022,1
7244,19.22,2022,1
7282,6.72,2022,1
7294,21.2,2022,1
7358,9.3,2022,1
7382,49.62,2022,1
7412,61.2,2022,1
7439,2131.42,2022,1
7474,2.72,2022,1
7475,96.22,2022,1
7495,57.15,2022,1
7524,36.52,2022,1
7540,325.05,2022,1
7548,43.18,2022,1
7612,7.42,2022,1
7620,41.42,2022,1
7649,7.12,2022,1
7790,1.38,2022,1
7873,187.07,2022,1
7975,506.97,2022,1
8018,432.53,2022,1
8030,26.03,2022,1
8059,114.1,2022,1
8095,79.65,2022,1
8133,164.42,2022,1
8156,8.92,2022,1
8223,12.22,2022,1
8412,44.73,2022,1
8425,7.87,2022,1
8452,64.55,2022,1
8495,312.52,2022,1
8544,352.65,2022,1
8594,1450.45,2022,1
8600,18.47,2022,1
8641,85.4,2022,1
8754,249.37,2022,1
8835,257.18,2022,1
8840,417.13,2022,1
8954,7.38,2022,1
9098,4.62,2022,1
9101,1.02,2022,1
9107,496.02,2022,1
9108,2.17,2022,1
9178,268.6,2022,1
9188,11.93,2022,1
9305,174.73,2022,1
9372,301.92,2022,1
9409,791.6,2022,1
9754,684.8,2022,1
9808,147.12,2022,1
10131,76.15,2022,1
10218,0.08,2022,1
10299,209.98,2022,1
10390,1.05,2022,1
10422,871.98,2022,1
10685,74.87,2022,1
10690,83.77,2022,1
10938,7.27,2022,1
11124,50.77,2022,1
11215,41.48,2022,1
11325,10.42,2022,1
11402,0.12,2022,1
11504,0.45,2022,1
11711,19.85,2022,1
11717,17.67,2022,1
11793,10.48,2022,1
11800,32.62,2022,1
11808,36.42,2022,1
11996,0.1,2022,1
12279,200.92,2022,1
12284,423.0,2022,1
12330,71.55,2022,1
12530,4.55,2022,1
12532,481.9,2022,1
12704,12.58,2022,1
12807,45.6,2022,1
12816,31.72,2022,1
12820,116.7,2022,1
12915,17.62,2022,1
13114,18.5,2022,1
13132,34.1,2022,1
13180,107.43,2022,1
13538,140.22,2022,1
13620,143.87,2022,1
13707,91.33,2022,1
14217,0.77,2022,1
14463,11.55,2022,1
14633,2.87,2022,1
14649,51.07,2022,1
14700,1325.42,2022,1
14765,1.37,2022,1
14905,67.33,2022,1
14967,0.42,2022,1
15334,19.9,2022,1
15345,0.05,2022,1
15472,240.02,2022,1
15743,87.13,2022,1
16052,58.65,2022,1
16414,55.33,2022,1
16832,10.72,2022,1
16833,405.27,2022,1
17317,1.0,2022,1
17419,702.63,2022,1
17613,223.83,2022,1
17859,16.1,2022,1
18314,2.1,2022,1
19124,1366.42,2022,1
21449,168.62,2022,1
23287,0.47,2022,1
23727,245.12,2022,1
24006,27.63,2022,1
24423,236.05,2022,1
24924,53.62,2022,1
25047,295.43,2022,1
25494,33.18,2022,1
25521,5.82,2022,1
27104,187.67,2022,1
32560,5.2,2022,1
32973,1.18,2022,1
37017,2.6,2022,1
37860,752.55,2022,1
40867,119.7,2022,1
41336,992.15,2022,1
43604,4.97,2022,1
44291,24.58,2022,1
44965,319.33,2022,1
59138,416.63,2022,1
59292,2.93,2022,1
62735,32.8,2022,1
63369,58.07,2022,1
70008,33.35,2022,1
74005,183.3,2022,1
75080,6.62,2022,1
92449,13.38,2022,1
103625,13.25,2022,1
115084,1.13,2022,1
118426,0.28,2022,1
136313,1.2,2022,1
137389,804.05,2022,1
142411,22.17,2022,1
142965,12.48,2022,1
143026,40.6,2022,1
143148,40.77,2022,1
143216,144.1,2022,1
143392,27.02,2022,1
143407,38.52,2022,1
143454,9.42,2022,1
143561,1767.37,2022,1
143599,37.27,2022,1
143701,647.45,2022,1
143799,4.87,2022,1
143992,2.3,2022,1
144164,410.9,2022,1
144239,96.67,2022,1
144273,10.12,2022,1
144348,473.5,2022,1
144378,62.87,2022,1
144390,0.92,2022,1
144426,5.23,2022,1
144467,5.82,2022,1
144561,36.65,2022,1
144599,4.57,2022,1
144627,75.65,2022,1
144682,226.15,2022,1
144788,1082.07,2022,1
144869,178.45,2022,1
144900,75.07,2022,1
144912,64.5,2022,1
145013,425.27,2022,1
145091,509.28,2022,1
145310,36.43,2022,1
145484,138.58,2022,1
145561,176.33,2022,1
145569,3.48,2022,1
145681,1005.23,2022,1
145793,154.97,2022,1
145813,85.4,2022,1
145873,64.13,2022,1
145905,49.47,2022,1
145944,36.7,2022,1
146021,0.8,2022,1
146030,151.27,2022,1
146149,566.57,2022,1
146224,44.45,2022,1
146397,0.87,2022,1
146427,50.7,2022,1
146551,33.6,2022,1
146625,9.1,2022,1
146801,0.4,2022,1
146855,366.48,2022,1
146888,13.13,2022,1
146891,80.82,2022,1
146908,37.63,2022,1
146948,4.77,2022,1
146957,83.03,2022,1
146977,27.87,2022,1
146990,11.82,2022,1
147005,262.35,2022,1
147044,4.2,2022,1
147045,109.18,2022,1
147061,77.25,2022,1
147062,0.22,2022,1
147076,77.57,2022,1
147087,872.43,2022,1
147132,357.92,2022,1
147142,35.97,2022,1
147143,125.08,2022,1
147146,123.22,2022,1
147197,15.32,2022,1
147200,42.07,2022,1
147231,110.0,2022,1
147291,4.45,2022,1
147444,12.82,2022,1
147446,52.45,2022,1
147448,111.52,2022,1
147473,29.33,2022,1
147542,124.83,2022,1
147604,461.22,2022,1
147618,183.37,2022,1
147643,6.28,2022,1
147687,1054.13,2022,1
147732,0.07,2022,1
147884,13.8,2022,1
147906,15.45,2022,1
147992,2.95,2022,1
147993,544.67,2022,1
148089,1.73,2022,1
148109,7.48,2022,1
148222,113.95,2022,1
148257,14.48,2022,1
148346,210.45,2022,1
148372,69.65,2022,1
148467,142.62,2022,1
148577,22.67,2022,1
148628,241.28,2022,1
148643,97.82,2022,1
148670,15.7,2022,1
148786,0.38,2022,1
148817,4.17,2022,1
148825,1100.72,2022,1
148886,185.38,2022,1
148901,29.45,2022,1
148927,110.08,2022,1
148939,661.32,2022,1
148996,21.67,2022,1
149023,14.92,2022,1
149038,6.37,2022,1
149131,12.13,2022,1
149195,1474.87,2022,1
149218,9.18,2022,1
149241,590.93,2022,1
149323,172.72,2022,1
149361,2.0,2022,1
149366,7.33,2022,1
149547,35.58,2022,1
149554,1.18,2022,1
149584,2.62,2022,1
149591,7.62,2022,1
149652,644.67,2022,1
149812,0.23,2022,1
149849,133.58,2022,1
149892,1.83,2022,1
149960,47.88,2022,1
150090,589.05,2022,1
150265,556.22,2022,1
150663,221.28,2022,1
150906,160.47,2022,1
150949,2063.1,2022,1
151313,70.47,2022,1
151366,19.67,2022,1
151404,50.82,2022,1
151418,35.77,2022,1
151663,31.57,2022,1
151694,863.07,2022,1
151759,7.82,2022,1
151849,540.55,2022,1
151861,4.5,2022,1
151892,96.37,2022,1
152109,391.38,2022,1
152138,147.23,2022,1
152140,30.75,2022,1
152174,23.07,2022,1
152267,0.07,2022,1
152285,12.83,2022,1
152472,2.15,2022,1
152611,122.13,2022,1
152692,162.1,2022,1
152825,0.32,2022,1
152896,579.02,2022,1
152970,229.12,2022,1
153036,55.62,2022,1
153103,472.25,2022,1
153235,423.15,2022,1
153351,170.3,2022,1
153726,34.22,2022,1
153741,211.22,2022,1
153895,0.05,2022,1
153897,20.0,2022,1
153938,95.53,2022,1
153953,226.5,2022,1
154092,600.83,2022,1
154143,17.47,2022,1
154378,70.55,2022,1
154458,1.9,2022,1
154509,13.25,2022,1
154556,31.78,2022,1
154674,578.83,2022,1
155280,80.75,2022,1
155427,134.33,2022,1
155444,407.0,2022,1
155628,434.95,2022,1
155712,65.87,2022,1
155741,41.63,2022,1
155805,149.38,2022,1
155924,124.0,2022,1
156042,0.45,2022,1
156057,124.6,2022,1
156099,5.68,2022,1
156132,20.87,2022,1
156159,28.92,2022,1
156182,704.52,2022,1
156184,13.62,2022,1
156206,1738.28,2022,1
156240,1465.18,2022,1
156241,23.97,2022,1
156276,382.35,2022,1
156291,0.5,2022,1
156293,169.8,2022,1
156296,154.0,2022,1
156343,51.87,2022,1
156344,170.43,2022,1
156356,32.4,2022,1
156388,32.5,2022,1
156391,36.6,2022,1
156399,8.62,2022,1
156407,1176.38,2022,1
156409,667.98,2022,1
156428,117.92,2022,1
156429,76.18,2022,1
156439,55.3,2022,1
156467,1546.02,2022,1
156484,116.87,2022,1
156498,466.72,2022,1
156501,21.53,2022,1
156510,83.95,2022,1
156521,293.75,2022,1
156534,423.92,2022,1
156541,121.17,2022,1
156549,0.37,2022,1
156561,570.17,2022,1
156587,217.08,2022,1
156608,17.7,2022,1
156610,404.78,2022,1
156615,27.75,2022,1
156647,1033.02,2022,1
156649,2274.25,2022,1
156661,36.82,2022,1
156680,19.13,2022,1
156693,335.37,2022,1
156694,5.8,2022,1
156696,12.78,2022,1
156702,10.33,2022,1
156703,11.98,2022,1
156760,0.2,2022,1
156770,218.88,2022,1
156774,0.3,2022,1
156776,1558.35,2022,1
156780,93.53,2022,1
156787,59.13,2022,1
156831,271.57,2022,1
156841,0.13,2022,1
156845,504.97,2022,1
156996,20.62,2022,1
157171,43.83,2022,1
157198,2201.85,2022,1
157218,7.1,2022,1
157277,696.32,2022,1
157285,165.25,2022,1
157360,283.82,2022,1
157476,147.85,2022,1
157594,248.87,2022,1
157698,275.88,2022,1
157853,4.57,2022,1
157882,54.83,2022,1
157934,24.07,2022,1
157992,916.27,2022,1
158038,50.77,2022,1
158049,416.72,2022,1
158104,0.22,2022,1
158108,393.63,2022,1
158179,442.57,2022,1
158205,33.58,2022,1
158250,40.77,2022,1
158336,378.77,2022,1
158529,329.3,2022,1
158990,46.68,2022,1
159022,111.68,2022,1
159057,34.33,2022,1
159060,176.52,2022,1
159101,47.62,2022,1
159105,17.08,2022,1
159172,5.43,2022,1
159336,501.23,2022,1
159353,146.17,2022,1
159457,917.82,2022,1
159548,569.87,2022,1
159590,46.45,2022,1
159621,167.67,2022,1
159904,11.68,2022,1
159987,240.97,2022,1
160032,266.97,2022,1
160051,15.43,2022,1
160452,0.5,2022,1
160493,3.18,2022,1
160528,714.02,2022,1
160536,22.2,2022,1
160562,6.67,2022,1
160595,675.05,2022,1
160677,73.8,2022,1
160705,35.43,2022,1
160816,132.3,2022,1
161060,321.7,2022,1
161070,96.2,2022,1
161108,19.52,2022,1
161132,23.17,2022,1
161173,319.9,2022,1
161200,11.12,2022,1
161209,23.92,2022,1
161210,805.45,2022,1
161227,83.9,2022,1
161241,26.92,2022,1
161288,366.38,2022,1
161338,210.12,2022,1
161395,19.43,2022,1
161397,16.83,2022,1
161426,239.8,2022,1
161474,40.27,2022,1
161475,372.27,2022,1
161483,40.5,2022,1
161485,183.33,2022,1
161515,34.45,2022,1
161527,24.77,2022,1
161537,91.05,2022,1
161539,0.17,2022,1
161572,274.32,2022,1
1036,221.62,2022,1
1883,2.67,2022,1
3183,147.55,2022,1
4176,37.17,2022,1
4303,12.28,2022,1
4908,92.43,2022,1
7955,134.48,2022,1
8431,311.38,2022,1
11709,225.15,2022,1
13296,133.23,2022,1
15772,1110.18,2022,1
16915,0.12,2022,1
16979,535.68,2022,1
20710,2222.05,2022,1
22083,149.83,2022,1
22980,62.22,2022,1
25507,60.12,2022,1
33495,32.97,2022,1
34533,31.77,2022,1
38457,1.98,2022,1
40307,36.92,2022,1
43191,187.35,2022,1
43915,172.17,2022,1
51495,45.68,2022,1
55811,84.32,2022,1
64522,53.65,2022,1
78822,2.67,2022,1
82986,141.93,2022,1
88122,43.22,2022,1
97530,110.52,2022,1
117782,0.1,2022,1
138534,52.62,2022,1
143214,64.77,2022,1
143637,108.85,2022,1
145177,918.17,2022,1
145783,11.93,2022,1
148060,42.67,2022,1
148133,0.95,2022,1
149042,438.5,2022,1
150745,440.17,2022,1
152188,43.85,2022,1
152241,141.48,2022,1
153745,86.7,2022,1
155640,798.45,2022,1
155900,33.93,2022,1
156894,22.9,2022,1
157976,425.97,2022,1
158129,56.62,2022,1
160524,75.8,2022,1
161496,688.05,2022,1
161524,159.5,2022,1
161693,358.42,2022,1
161703,230.53,2022,1
162406,83.98,2022,1
162497,1267.38,2022,1
163473,348.3,2022,1
163918,13.82,2022,1
165014,27.83,2022,1
165557,34.58,2022,1
166070,843.5,2022,1
166145,533.25,2022,1
167091,12.12,2022,1
167964,1286.67,2022,1
168253,1.72,2022,1
169966,469.45,2022,1
170014,34.17,2022,1
170034,150.67,2022,1
170706,1.75,2022,1
170905,176.32,2022,1
171001,5.78,2022,1
171176,3.4,2022,1
171296,8.07,2022,1
171313,1449.7,2022,1
171350,5.35,2022,1
171425,15.25,2022,1
171479,224.37,2022,1
171523,680.08,2022,1
171609,92.33,2022,1
171693,533.98,2022,1
171738,772.27,2022,1
171832,9.67,2022,1
171898,179.0,2022,1
171942,1545.55,2022,1
172218,154.38,2022,1
172397,39.45,2022,1
172427,7.28,2022,1
172441,2159.3,2022,1
172596,1.97,2022,1
172701,105.02,2022,1
172814,562.78,2022,1
172823,64.72,2022,1
173018,55.63,2022,1
173313,869.0,2022,1
174213,44.87,2022,1
175038,978.78,2022,1
175440,788.92,2022,1
175768,19.25,2022,1
175955,56.55,2022,1
175975,101.73,2022,1
176858,8.82,2022,1
177134,21.8,2022,1
178303,46.95,2022,1
179127,299.17,2022,1
179264,73.43,2022,1
180277,41.9,2022,1
181083,225.72,2022,1
181545,64.18,2022,1
181800,362.12,2022,1
182398,114.32,2022,1
182765,115.03,2022,1
182962,505.78,2022,1
183092,101.32,2022,1
183189,133.1,2022,1
183978,2010.43,2022,1
184136,93.0,2022,1
184717,260.28,2022,1
185462,150.7,2022,1
187084,75.0,2022,1
187632,68.83,2022,1
190394,89.3,2022,1
192420,451.13,2022,1
193484,78.42,2022,1
196154,67.02,2022,1
196268,324.12,2022,1
200261,17.58,2022,1
201159,476.68,2022,1
201214,17.42,2022,1
203950,15.53,2022,1
204116,714.25,2022,1
205950,902.73,2022,1
207559,66.25,2022,1
211139,483.35,2022,1
212436,0.07,2022,1
213109,281.95,2022,1
213379,160.77,2022,1
213528,174.33,2022,1
215310,28.55,2022,1
215608,572.1,2022,1
215796,46.83,2022,1
217758,19.47,2022,1
218026,4.5,2022,1
219514,14.27,2022,1
219561,602.88,2022,1
222991,1932.72,2022,1
223510,33.0,2022,1
223701,4.07,2022,1
224276,43.25,2022,1
224426,69.3,2022,1
224777,38.85,2022,1
225103,44.28,2022,1
226169,802.75,2022,1
227387,588.08,2022,1
227711,1029.88,2022,1
228416,16.28,2022,1
228445,9.27,2022,1
228557,134.57,2022,1
230140,608.9,2022,1
230151,883.2,2022,1
230273,144.92,2022,1
230336,21.17,2022,1
231588,445.4,2022,1
232131,595.08,2022,1
233090,19.55,2022,1
234155,225.53,2022,1
234596,773.77,2022,1
234600,85.2,2022,1
234748,280.93,2022,1
235192,1051.25,2022,1
235274,345.5,2022,1
235486,29.27,2022,1
235677,43.25,2022,1
235692,212.62,2022,1
236349,0.4,2022,1
237385,9.75,2022,1
238234,25.95,2022,1
238267,470.77,2022,1
238593,4.23,2022,1
239003,287.37,2022,1
239932,42.0,2022,1
240248,443.97,2022,1
240763,13.38,2022,1
240987,253.03,2022,1
243618,288.2,2022,1
244586,101.97,2022,1
245078,55.65,2022,1
246415,0.22,2022,1
246846,11.32,2022,1
247102,48.12,2022,1
247618,581.0,2022,1
247869,0.33,2022,1
247871,81.65,2022,1
249318,143.82,2022,1
250351,153.85,2022,1
250388,121.07,2022,1
250466,0.22,2022,1
250609,7.38,2022,1
250694,489.73,2022,1
250989,1.38,2022,1
252073,23.07,2022,1
252262,4.92,2022,1
253157,0.57,2022,1
253225,3.28,2022,1
253338,65.37,2022,1
253574,1176.13,2022,1
253682,493.32,2022,1
254117,136.62,2022,1
254152,237.22,2022,1
254261,0.45,2022,1
254310,1317.85,2022,1
254389,38.18,2022,1
254397,21.58,2022,1
254428,55.55,2022,1
254432,4.55,2022,1
254450,30.02,2022,1
254527,42.85,2022,1
254550,5.72,2022,1
254601,386.55,2022,1
254737,54.67,2022,1
254791,164.67,2022,1
254795,0.7,2022,1
254798,44.03,2022,1
254855,80.5,2022,1
254858,257.5,2022,1
254882,11.47,2022,1
254914,1020.1,2022,1
254935,12.7,2022,1
254953,749.8,2022,1
254958,512.72,2022,1
254972,173.57,2022,1
254985,1.98,2022,1
255012,158.02,2022,1
255058,731.73,2022,1
255059,395.85,2022,1
255153,58.22,2022,1
255169,367.25,2022,1
255189,0.25,2022,1
255220,1096.63,2022,1
255232,180.77,2022,1
255269,279.55,2022,1
255275,723.55,2022,1
255296,589.55,2022,1
255315,1.27,2022,1
255332,6.77,2022,1
255342,19.68,2022,1
255396,593.33,2022,1
255529,1.92,2022,1
255534,118.33,2022,1
256422,54.42,2022,1
256443,173.07,2022,1
256703,1914.42,2022,1
256834,130.0,2022,1
256838,7.7,2022,1
257244,61.75,2022,1
257415,181.4,2022,1
257898,50.43,2022,1
258141,351.82,2022,1
258256,73.63,2022,1
258374,7.58,2022,1
258386,207.72,2022,1
258463,198.08,2022,1
258636,687.77,2022,1
258782,387.38,2022,1
258803,8.45,2022,1
259070,0.27,2022,1
259174,281.5,2022,1
259283,564.65,2022,1
259494,113.58,2022,1
259654,0.27,2022,1
259702,33.43,2022,1
259777,48.6,2022,1
259781,8.77,2022,1
259860,1595.12,2022,1
259996,516.23,2022,1
260111,125.93,2022,1
260173,1378.07,2022,1
260176,29.8,2022,1
260345,1387.15,2022,1
260356,120.95,2022,1
260572,426.8,2022,1
260593,162.67,2022,1
260707,36.08,2022,1
260861,194.03,2022,1
260952,285.35,2022,1
260971,24.32,2022,1
261019,719.5,2022,1
261073,425.75,2022,1
261121,198.25,2022,1
261189,405.08,2022,1
261241,29.22,2022,1
261325,448.38,2022,1
261374,142.9,2022,1
261390,107.47,2022,1
261412,1648.3,2022,1
261417,322.78,2022,1
261491,40.85,2022,1
261515,7.13,2022,1
261519,147.82,2022,1
261550,636.48,2022,1
261554,128.73,2022,1
261565,59.7,2022,1
261577,0.6,2022,1
261626,191.58,2022,1
261658,199.35,2022,1
261668,178.7,2022,1
261693,450.08,2022,1
261737,417.5,2022,1
261758,52.4,2022,1
261766,234.7,2022,1
261782,19.98,2022,1
261783,45.87,2022,1
261788,0.57,2022,1
261820,348.63,2022,1
262112,1574.37,2022,1
262237,116.03,2022,1
262273,47.45,2022,1
262297,16.97,2022,1
262386,332.07,2022,1
262406,570.57,2022,1
262459,1077.42,2022,1
262578,62.63,2022,1
262580,32.32,2022,1
262754,14.3,2022,1
262761,172.63,2022,1
262792,132.37,2022,1
262817,265.92,2022,1
262955,18.82,2022,1
263087,716.0,2022,1
263296,258.58,2022,1
263300,0.9,2022,1
263307,120.9,2022,1
263501,28.75,2022,1
263529,388.08,2022,1
263661,86.97,2022,1
263798,27.6,2022,1
263934,17.95,2022,1
264081,574.32,2022,1
264259,50.08,2022,1
264637,187.93,2022,1
264699,79.12,2022,1
264826,239.25,2022,1
264998,2.53,2022,1
265025,71.0,2022,1
265110,584.05,2022,1
265262,33.28,2022,1
265310,608.37,2022,1
265317,310.93,2022,1
265337,11.28,2022,1
265449,86.52,2022,1
265519,470.38,2022,1
265588,1465.75,2022,1
265653,181.82,2022,1
265789,251.82,2022,1
265918,13.5,2022,1
265967,1371.45,2022,1
266001,1749.95,2022,1
266095,514.37,2022,1
266332,705.8,2022,1
266477,69.85,2022,1
266544,39.78,2022,1
266548,1589.4,2022,1
266584,177.35,2022,1
266615,3.88,2022,1
266616,94.78,2022,1
266731,501.38,2022,1
266754,328.73,2022,1
266788,1288.0,2022,1
266810,73.58,2022,1
266894,67.5,2022,1
267203,515.77,2022,1
267488,141.05,2022,1
267496,165.75,2022,1
267721,615.4,2022,1
267843,56.88,2022,1
267919,300.78,2022,1
267949,110.65,2022,1
267959,809.78,2022,1
268046,10.03,2022,1
268104,112.75,2022,1
268113,320.23,2022,1
268147,80.95,2022,1
268293,518.42,2022,1
268352,435.8,2022,1
268390,2009.38,2022,1
268510,167.53,2022,1
268553,78.13,2022,1
268556,908.65,2022,1
268600,156.45,2022,1
268618,196.47,2022,1
268701,2.88,2022,1
268714,561.08,2022,1
268718,260.45,2022,1
268779,117.92,2022,1
268796,1844.53,2022,1
268805,1880.25,2022,1
268830,52.18,2022,1
268866,441.78,2022,1
268985,1491.07,2022,1
269013,333.78,2022,1
269070,573.37,2022,1
269289,165.17,2022,1
269470,267.83,2022,1
269485,921.82,2022,1
269518,1662.82,2022,1
269519,521.85,2022,1
269594,181.42,2022,1
269633,116.35,2022,1
269646,1220.07,2022,1
269653,504.1,2022,1
269771,861.2,2022,1
269843,513.47,2022,1
269864,212.33,2022,1
269924,1048.4,2022,1
269937,246.17,2022,1
