student_id,minutes_watched,years,paid_in_q2
2620,73.53,2021,1
2621,221.12,2021,1
2622,15.87,2021,1
2629,216.07,2021,1
2630,90.05,2021,1
2636,1487.57,2021,1
2641,4.6,2021,1
2642,148.72,2021,1
2644,157.17,2021,1
2650,30.2,2021,1
2651,57.92,2021,1
2653,669.4,2021,1
2655,162.0,2021,1
2657,28.17,2021,1
2661,5.18,2021,1
2663,101.92,2021,1
2671,10.38,2021,1
2685,8.12,2021,1
2688,413.17,2021,1
2692,94.75,2021,1
2698,42.17,2021,1
2706,918.18,2021,1
2708,0.17,2021,1
2710,17.15,2021,1
2719,49.2,2021,1
2723,114.78,2021,1
2725,26.9,2021,1
2726,6.58,2021,1
2731,39.83,2021,1
2738,0.28,2021,1
2741,2.25,2021,1
2743,11.23,2021,1
2750,14.98,2021,1
2754,901.28,2021,1
2761,0.3,2021,1
2764,36.55,2021,1
2772,1272.78,2021,1
2774,557.95,2021,1
2793,79.28,2021,1
2797,39.58,2021,1
2803,182.38,2021,1
2805,248.62,2021,1
2811,2617.23,2021,1
2813,17.35,2021,1
2815,310.57,2021,1
2819,27.05,2021,1
2820,0.32,2021,1
2821,351.25,2021,1
2824,21.97,2021,1
2825,1.17,2021,1
2826,12.22,2021,1
2827,1653.57,2021,1
2830,1254.1,2021,1
2831,40.18,2021,1
2833,2.63,2021,1
2839,290.97,2021,1
2840,1.12,2021,1
2843,19.63,2021,1
2851,502.08,2021,1
2859,798.5,2021,1
2866,1630.58,2021,1
2877,518.52,2021,1
2887,566.5,2021,1
2894,0.75,2021,1
2899,2030.1,2021,1
2911,4.05,2021,1
2917,1045.4,2021,1
2918,601.22,2021,1
2920,11.4,2021,1
2922,433.32,2021,1
2928,2.03,2021,1
2929,639.03,2021,1
2930,265.8,2021,1
2933,45.95,2021,1
2938,1331.2,2021,1
2943,285.52,2021,1
2950,0.13,2021,1
2954,316.0,2021,1
2967,0.43,2021,1
2973,68.68,2021,1
2978,35.23,2021,1
2984,648.25,2021,1
3002,1377.88,2021,1
3011,586.38,2021,1
3016,24.17,2021,1
3017,166.62,2021,1
3022,507.85,2021,1
3030,50.2,2021,1
3031,136.78,2021,1
3034,2.18,2021,1
3048,20.78,2021,1
3050,27.88,2021,1
3062,37.85,2021,1
3070,863.63,2021,1
3074,25.3,2021,1
3075,116.97,2021,1
3080,171.5,2021,1
3082,26.25,2021,1
3090,41.8,2021,1
3092,609.1,2021,1
3099,83.88,2021,1
3107,27.43,2021,1
3112,22.42,2021,1
3115,51.72,2021,1
3130,0.23,2021,1
3138,26.58,2021,1
3146,0.18,2021,1
3147,23.58,2021,1
3148,21.27,2021,1
3161,114.78,2021,1
3162,403.97,2021,1
3182,0.13,2021,1
3187,76.87,2021,1
3188,609.05,2021,1
3199,15.88,2021,1
3213,525.12,2021,1
3215,177.32,2021,1
3219,150.4,2021,1
3221,93.63,2021,1
3239,378.4,2021,1
3248,34.23,2021,1
3266,5.95,2021,1
3272,139.33,2021,1
3286,3.98,2021,1
3288,186.98,2021,1
3291,1379.47,2021,1
3297,64.6,2021,1
3303,443.22,2021,1
3305,308.4,2021,1
3316,0.1,2021,1
3338,795.33,2021,1
3359,279.32,2021,1
3364,380.43,2021,1
3366,188.62,2021,1
3367,101.93,2021,1
3379,0.35,2021,1
3381,54.95,2021,1
3393,10.17,2021,1
3402,13.23,2021,1
3414,0.23,2021,1
3416,0.15,2021,1
3419,1.27,2021,1
3420,469.57,2021,1
3423,454.35,2021,1
3426,17.5,2021,1
3430,1346.0,2021,1
3441,45.7,2021,1
3447,10.1,2021,1
3453,295.82,2021,1
3466,251.7,2021,1
3467,17.23,2021,1
3468,672.3,2021,1
3470,20.23,2021,1
3471,234.4,2021,1
3473,35.8,2021,1
3478,824.17,2021,1
3481,2.97,2021,1
3494,272.07,2021,1
3495,0.08,2021,1
3498,1724.83,2021,1
3512,383.12,2021,1
3513,238.78,2021,1
3524,174.63,2021,1
3538,1083.85,2021,1
3550,167.32,2021,1
3558,155.68,2021,1
3575,253.78,2021,1
3589,0.28,2021,1
3598,33.52,2021,1
3611,67.85,2021,1
3613,1191.22,2021,1
3626,824.05,2021,1
3641,192.55,2021,1
3643,2085.23,2021,1
3647,603.68,2021,1
3659,5.37,2021,1
3661,31.27,2021,1
3663,903.43,2021,1
3675,3.88,2021,1
3679,19.55,2021,1
3681,136.9,2021,1
3685,4.75,2021,1
3687,779.38,2021,1
3688,170.4,2021,1
3691,86.68,2021,1
3698,1650.93,2021,1
3700,131.03,2021,1
3702,73.38,2021,1
3704,21.83,2021,1
3707,662.27,2021,1
3708,1.33,2021,1
3709,1440.35,2021,1
3712,47.85,2021,1
3728,893.75,2021,1
3750,51.82,2021,1
3758,153.97,2021,1
3774,1069.77,2021,1
3779,592.3,2021,1
3780,125.65,2021,1
3781,1600.72,2021,1
3785,362.23,2021,1
3787,216.33,2021,1
3797,306.82,2021,1
3799,115.12,2021,1
3809,7.32,2021,1
3814,164.12,2021,1
3815,210.95,2021,1
3817,30.78,2021,1
3824,8.67,2021,1
3832,258.3,2021,1
3840,0.42,2021,1
3850,405.58,2021,1
3852,1007.12,2021,1
3856,963.37,2021,1
3857,2.5,2021,1
3860,266.45,2021,1
3864,469.23,2021,1
3865,227.7,2021,1
3874,2.03,2021,1
3875,517.63,2021,1
3878,2.03,2021,1
3897,0.12,2021,1
3908,13.32,2021,1
3913,0.2,2021,1
3914,8.58,2021,1
3920,0.07,2021,1
3927,1393.07,2021,1
3931,1.98,2021,1
3934,98.72,2021,1
3936,299.78,2021,1
3938,50.38,2021,1
3943,83.57,2021,1
3949,214.07,2021,1
3965,9.58,2021,1
3969,56.2,2021,1
3977,109.32,2021,1
3980,12.15,2021,1
3983,18.62,2021,1
3984,697.13,2021,1
3985,0.37,2021,1
3987,103.37,2021,1
4001,181.15,2021,1
4003,0.05,2021,1
4013,1200.62,2021,1
4019,415.3,2021,1
4034,1226.82,2021,1
4040,740.58,2021,1
4043,548.02,2021,1
4050,2023.55,2021,1
4053,49.53,2021,1
4054,99.58,2021,1
4055,8.83,2021,1
4062,89.43,2021,1
4097,0.07,2021,1
4104,251.62,2021,1
4112,4.95,2021,1
4132,502.37,2021,1
4135,0.08,2021,1
4143,76.6,2021,1
4150,4.53,2021,1
4156,377.05,2021,1
4158,19.97,2021,1
4160,120.48,2021,1
4162,0.55,2021,1
4186,226.75,2021,1
4220,39.9,2021,1
4230,262.8,2021,1
4231,669.92,2021,1
4241,29.05,2021,1
4266,165.3,2021,1
4294,51.43,2021,1
4311,4.58,2021,1
4320,5.13,2021,1
4322,51.8,2021,1
4336,947.95,2021,1
4337,1018.62,2021,1
4347,34.98,2021,1
4360,410.67,2021,1
4363,55.52,2021,1
4371,13.9,2021,1
4376,214.68,2021,1
4377,42.03,2021,1
4381,15.08,2021,1
4384,398.32,2021,1
4393,117.22,2021,1
4395,1.3,2021,1
4400,1037.77,2021,1
4402,324.8,2021,1
4404,615.35,2021,1
4413,833.65,2021,1
4435,806.32,2021,1
4450,0.35,2021,1
4458,69.93,2021,1
4464,33.9,2021,1
4514,306.15,2021,1
4515,87.05,2021,1
4522,0.67,2021,1
4537,169.58,2021,1
4539,0.05,2021,1
4544,49.55,2021,1
4551,0.13,2021,1
4553,0.12,2021,1
4568,20.72,2021,1
4574,36.1,2021,1
4582,24.75,2021,1
4585,635.97,2021,1
4593,2.8,2021,1
4595,59.7,2021,1
4609,19.22,2021,1
4613,130.83,2021,1
4615,0.37,2021,1
4617,1127.9,2021,1
4621,1119.22,2021,1
4629,1812.83,2021,1
4640,293.82,2021,1
4646,149.37,2021,1
4685,6.28,2021,1
4686,4.68,2021,1
4692,106.05,2021,1
4698,6.47,2021,1
4706,304.38,2021,1
4707,1308.05,2021,1
4721,2416.65,2021,1
4723,103.82,2021,1
4739,768.97,2021,1
4743,18.35,2021,1
4745,56.3,2021,1
4751,0.25,2021,1
4756,96.75,2021,1
4784,13.37,2021,1
4790,411.3,2021,1
4793,5.13,2021,1
4795,255.02,2021,1
4797,5.27,2021,1
4801,359.4,2021,1
4803,109.15,2021,1
4827,10.38,2021,1
4828,0.48,2021,1
4829,993.83,2021,1
4837,408.75,2021,1
4843,594.88,2021,1
4849,680.83,2021,1
4861,5.4,2021,1
4869,50.58,2021,1
4872,360.7,2021,1
4874,391.62,2021,1
4877,12.6,2021,1
4884,0.1,2021,1
4898,153.43,2021,1
4917,1.9,2021,1
4921,275.78,2021,1
4927,39.97,2021,1
4939,346.87,2021,1
4946,22.57,2021,1
4958,1449.23,2021,1
4969,5.18,2021,1
4972,48.22,2021,1
4991,946.77,2021,1
5010,391.47,2021,1
5028,819.18,2021,1
5036,964.15,2021,1
5058,15.68,2021,1
5063,0.1,2021,1
5064,252.17,2021,1
5070,181.57,2021,1
5071,315.32,2021,1
5075,575.22,2021,1
5076,348.38,2021,1
5080,1340.82,2021,1
5088,0.78,2021,1
5094,1183.92,2021,1
5098,281.53,2021,1
5104,253.4,2021,1
5130,875.08,2021,1
5136,13.9,2021,1
5143,30.12,2021,1
5153,59.78,2021,1
5155,54.6,2021,1
5203,227.05,2021,1
5212,415.72,2021,1
5221,0.07,2021,1
5223,585.87,2021,1
5227,0.33,2021,1
5262,426.52,2021,1
5274,22.08,2021,1
5279,139.42,2021,1
5286,226.6,2021,1
5299,265.1,2021,1
5309,710.53,2021,1
5321,888.5,2021,1
5323,96.4,2021,1
5325,166.5,2021,1
5334,11.48,2021,1
5336,589.03,2021,1
5340,260.8,2021,1
5358,14.98,2021,1
5373,244.58,2021,1
5380,0.87,2021,1
5382,569.27,2021,1
5385,334.88,2021,1
5389,0.33,2021,1
5391,357.55,2021,1
5392,12.32,2021,1
5424,14.4,2021,1
5427,41.48,2021,1
5434,461.15,2021,1
5450,19.77,2021,1
5453,1559.02,2021,1
5502,244.83,2021,1
5511,0.07,2021,1
5515,7.28,2021,1
5543,975.42,2021,1
5567,761.9,2021,1
5574,9.08,2021,1
5577,252.53,2021,1
5578,16.02,2021,1
5579,7.38,2021,1
5589,146.52,2021,1
5591,6.35,2021,1
5598,28.13,2021,1
5601,245.8,2021,1
5612,173.05,2021,1
5632,112.48,2021,1
5633,2118.77,2021,1
5638,19.27,2021,1
5644,0.07,2021,1
5649,208.67,2021,1
5663,27.6,2021,1
5671,29.2,2021,1
5676,6.62,2021,1
5683,6.57,2021,1
5686,136.97,2021,1
5687,48.3,2021,1
5704,0.55,2021,1
5707,117.47,2021,1
5716,4.53,2021,1
5717,327.33,2021,1
5720,2622.95,2021,1
5734,315.63,2021,1
5739,150.18,2021,1
5744,119.47,2021,1
5750,0.38,2021,1
5774,22.1,2021,1
5782,297.85,2021,1
5791,0.42,2021,1
5836,1259.58,2021,1
5884,65.03,2021,1
5939,17.73,2021,1
5955,111.03,2021,1
5971,53.93,2021,1
5974,1017.63,2021,1
5996,61.93,2021,1
6011,164.35,2021,1
6012,6.45,2021,1
6027,24.15,2021,1
6030,385.35,2021,1
6034,0.08,2021,1
6043,163.53,2021,1
6070,157.68,2021,1
6096,388.92,2021,1
6110,559.1,2021,1
6125,1164.38,2021,1
6129,194.1,2021,1
6165,98.75,2021,1
6218,14.73,2021,1
6227,235.62,2021,1
6239,48.48,2021,1
6252,409.82,2021,1
6253,283.95,2021,1
6261,0.18,2021,1
6278,974.87,2021,1
6312,489.53,2021,1
6313,485.35,2021,1
6330,421.88,2021,1
6331,55.35,2021,1
6363,62.0,2021,1
6367,157.07,2021,1
6379,211.42,2021,1
6394,332.57,2021,1
6395,348.22,2021,1
6408,100.12,2021,1
6409,169.73,2021,1
6410,78.8,2021,1
6418,42.45,2021,1
6421,660.63,2021,1
6433,254.18,2021,1
6451,12.2,2021,1
6464,203.88,2021,1
6488,1468.62,2021,1
6503,8.23,2021,1
6505,80.82,2021,1
6530,604.63,2021,1
6542,128.68,2021,1
6548,2072.47,2021,1
6559,160.42,2021,1
6560,20.35,2021,1
6569,4.35,2021,1
6580,26.72,2021,1
6589,443.77,2021,1
6599,33.67,2021,1
6616,1512.77,2021,1
6627,24.85,2021,1
6643,541.98,2021,1
6659,189.13,2021,1
6665,24.35,2021,1
6667,11.43,2021,1
6681,8.45,2021,1
6685,523.63,2021,1
6698,35.13,2021,1
6739,2509.4,2021,1
6741,32.97,2021,1
6743,23.97,2021,1
6745,86.8,2021,1
6757,71.0,2021,1
6762,494.87,2021,1
6773,18.03,2021,1
6791,261.13,2021,1
6814,27.43,2021,1
6817,13.5,2021,1
6819,603.8,2021,1
6824,307.5,2021,1
6836,33.53,2021,1
6864,6.02,2021,1
6867,9.08,2021,1
6869,39.75,2021,1
6871,14.23,2021,1
6884,1509.07,2021,1
6885,977.12,2021,1
6888,58.65,2021,1
6890,290.82,2021,1
6921,2346.4,2021,1
6924,268.05,2021,1
6932,205.2,2021,1
6939,0.43,2021,1
6940,35.9,2021,1
6944,15.43,2021,1
6950,102.88,2021,1
6958,384.82,2021,1
6965,75.87,2021,1
6976,2811.33,2021,1
6982,55.45,2021,1
6997,164.48,2021,1
7008,0.22,2021,1
7013,115.77,2021,1
7015,0.17,2021,1
7021,31.6,2021,1
7034,467.03,2021,1
7071,1382.28,2021,1
7076,3.0,2021,1
7081,30.45,2021,1
7086,1149.13,2021,1
7094,1.3,2021,1
7096,133.17,2021,1
7100,117.25,2021,1
7101,680.8,2021,1
7115,17.33,2021,1
7122,126.5,2021,1
7127,231.3,2021,1
7128,592.88,2021,1
7129,8.62,2021,1
7133,483.7,2021,1
7155,147.48,2021,1
7163,252.62,2021,1
7169,32.1,2021,1
7178,83.78,2021,1
7179,3.73,2021,1
7197,617.83,2021,1
7212,25.83,2021,1
7217,2.58,2021,1
7231,570.33,2021,1
7232,176.87,2021,1
7242,106.23,2021,1
7244,669.83,2021,1
7245,231.6,2021,1
7246,379.25,2021,1
7250,90.32,2021,1
7254,363.28,2021,1
7275,3.43,2021,1
7282,92.18,2021,1
7291,7.72,2021,1
7294,129.47,2021,1
7306,132.3,2021,1
7307,231.68,2021,1
7310,32.13,2021,1
7334,153.0,2021,1
7343,985.05,2021,1
7349,1270.92,2021,1
7355,0.37,2021,1
7358,163.47,2021,1
7365,648.78,2021,1
7373,17.98,2021,1
7382,969.47,2021,1
7386,70.03,2021,1
7404,14.57,2021,1
7406,7.55,2021,1
7412,1931.27,2021,1
7437,762.12,2021,1
7443,14.83,2021,1
7452,9.15,2021,1
7475,556.23,2021,1
7482,110.27,2021,1
7483,1.85,2021,1
7487,681.27,2021,1
7495,0.15,2021,1
7502,134.38,2021,1
7503,44.88,2021,1
7521,59.25,2021,1
7524,0.12,2021,1
7540,193.12,2021,1
7548,3.98,2021,1
7561,890.02,2021,1
7568,687.63,2021,1
7583,712.57,2021,1
7606,14.7,2021,1
7612,891.12,2021,1
7620,118.37,2021,1
7631,22.93,2021,1
7642,645.48,2021,1
7645,288.75,2021,1
7649,149.07,2021,1
7676,0.05,2021,1
7687,2416.87,2021,1
7724,24.1,2021,1
7726,73.7,2021,1
7735,0.1,2021,1
7742,213.22,2021,1
7752,70.65,2021,1
7782,135.65,2021,1
7819,5.98,2021,1
7861,1918.87,2021,1
7863,2.32,2021,1
7873,9.82,2021,1
7889,1.15,2021,1
7898,65.87,2021,1
7908,701.17,2021,1
7934,65.93,2021,1
7962,32.77,2021,1
7975,94.17,2021,1
7987,3.35,2021,1
8005,1456.05,2021,1
8010,481.08,2021,1
8018,133.57,2021,1
8030,182.47,2021,1
8053,34.4,2021,1
8057,55.6,2021,1
8059,4.33,2021,1
8068,111.55,2021,1
8095,697.8,2021,1
8107,0.95,2021,1
8133,152.88,2021,1
8183,40.32,2021,1
8223,377.68,2021,1
8260,7.03,2021,1
8380,667.08,2021,1
8412,548.28,2021,1
8425,16.08,2021,1
8437,774.47,2021,1
8444,7.43,2021,1
8452,102.63,2021,1
8495,252.83,2021,1
8519,27.17,2021,1
8538,31.78,2021,1
8539,199.15,2021,1
8544,65.8,2021,1
8555,94.05,2021,1
8567,3.73,2021,1
8591,148.6,2021,1
8600,206.47,2021,1
8641,24.15,2021,1
8679,1.03,2021,1
8686,0.22,2021,1
8716,5.08,2021,1
8734,238.45,2021,1
8758,454.72,2021,1
8773,22.3,2021,1
8779,0.3,2021,1
8797,33.98,2021,1
8798,10.07,2021,1
8825,0.22,2021,1
8835,157.73,2021,1
8855,2046.03,2021,1
8868,669.3,2021,1
8873,11.37,2021,1
8912,291.22,2021,1
8924,569.08,2021,1
8937,42.82,2021,1
8950,5.43,2021,1
8952,26.35,2021,1
8964,20.7,2021,1
9000,350.48,2021,1
9021,159.27,2021,1
9027,187.1,2021,1
9031,1.55,2021,1
9100,211.07,2021,1
9107,309.7,2021,1
9108,785.23,2021,1
9112,8.93,2021,1
9114,145.4,2021,1
9178,59.3,2021,1
9188,157.67,2021,1
9231,144.58,2021,1
9252,0.73,2021,1
9260,2.08,2021,1
9303,6.3,2021,1
9305,1008.9,2021,1
9334,68.37,2021,1
9336,5.47,2021,1
9354,7.95,2021,1
9372,14.78,2021,1
9387,13.43,2021,1
9409,961.53,2021,1
9429,1638.52,2021,1
9435,193.17,2021,1
9465,511.0,2021,1
9478,42.53,2021,1
9513,28.85,2021,1
9521,0.07,2021,1
9544,0.4,2021,1
9560,103.72,2021,1
9571,325.1,2021,1
9598,457.38,2021,1
9612,46.48,2021,1
9653,639.82,2021,1
9703,408.58,2021,1
9708,98.57,2021,1
9736,675.77,2021,1
9746,317.72,2021,1
9754,17.97,2021,1
9793,1071.82,2021,1
9794,127.95,2021,1
9803,274.0,2021,1
9806,14.13,2021,1
9812,1289.0,2021,1
9856,493.82,2021,1
9876,0.12,2021,1
9882,112.43,2021,1
9952,23.73,2021,1
9985,50.92,2021,1
